,Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
169,170,20,16669,8,6,1981,1981,0,1686,1686,1707,0,1707,0,2,1,2,1,6,1,2,511,574,64,0,0,0,0,0,1,2006,0.5926148145029138
170,171,50,12358,5,6,1941,1950,360,360,720,854,0,1382,0,1,1,2,1,7,0,2,660,237,0,0,0,0,0,0,5,2007,-0.659863347554517
171,172,20,31770,6,5,1960,1960,639,441,1080,1656,0,1656,1,1,0,3,1,7,2,2,528,210,62,0,0,0,0,0,5,2010,0.4289744516210383
172,173,160,5306,7,7,1987,1987,495,354,1064,1064,703,1767,1,2,0,2,1,5,1,2,504,441,35,0,0,0,0,0,6,2006,0.7310797369414237
173,174,20,10197,6,5,1961,1961,288,700,1362,1362,0,1362,1,1,1,3,1,6,1,2,504,0,20,0,0,0,0,0,6,2008,-0.2255869999064632
174,175,20,12416,6,5,1986,1986,1398,0,1606,1651,0,1651,1,2,0,3,1,7,1,2,616,192,0,0,0,0,0,0,11,2008,0.038755124748873965
175,176,20,12615,6,7,1950,2001,477,725,1202,2158,0,2158,1,2,0,4,1,7,1,2,576,0,29,39,0,0,0,0,6,2007,0.7814306178281546
176,177,60,10029,6,5,1988,1989,831,320,1151,1164,896,2060,0,2,1,4,1,8,1,2,521,0,228,0,0,192,0,0,9,2007,0.37862357073430747
177,178,50,13650,5,5,1958,1958,57,554,1052,1252,668,1920,1,2,0,4,1,8,1,2,451,0,0,0,0,0,0,0,7,2006,-0.10600365780047734
178,179,20,17423,9,5,2008,2009,1904,312,2216,2234,0,2234,1,2,0,1,1,9,1,3,1166,0,60,0,0,0,0,0,7,2009,4.039598356847845
179,180,30,8520,5,6,1923,2006,0,968,968,968,0,968,0,1,0,2,1,5,0,2,480,0,0,184,0,0,0,0,7,2007,-1.0186133738724747
180,181,160,2117,6,5,2000,2000,436,320,756,769,756,1525,0,2,1,3,1,5,1,2,440,0,0,0,0,0,0,0,6,2007,-0.049358916802905085
181,182,70,7588,7,6,1920,1950,352,441,793,901,901,1802,0,1,1,4,1,9,1,1,216,0,0,40,0,0,0,0,7,2006,0.2414174203179658
182,183,20,9060,5,6,1957,2006,0,0,0,1340,0,1340,0,1,0,3,1,7,1,1,252,116,0,0,180,0,0,0,6,2007,-0.7668589694388203
183,184,50,11426,7,5,2003,2003,0,1362,1362,1362,720,2082,0,2,1,3,1,6,0,2,484,280,238,0,0,0,0,0,6,2008,0.2401586482957975
184,185,50,7438,5,8,1908,1991,0,504,504,936,316,1252,0,1,0,3,1,5,0,2,576,104,0,0,0,0,0,0,6,2006,-0.6787449278870412
185,186,75,22950,10,9,1892,1993,0,1107,1107,1518,1518,3608,0,2,1,4,1,12,2,3,840,0,260,0,0,410,0,0,6,2006,3.7017817092585465
186,187,80,9947,7,5,1990,1991,611,577,1188,1217,0,1217,1,2,0,3,1,6,0,2,497,168,27,0,0,0,0,0,6,2009,-0.09970979768963598
187,188,50,10410,5,7,1916,1987,0,660,660,808,704,1656,0,2,1,3,1,8,0,1,180,0,0,0,140,0,0,0,8,2009,-0.5780431661135794
188,189,90,7018,5,5,1979,1979,1086,0,1086,1224,0,1224,2,0,2,2,2,6,2,2,528,120,0,0,0,0,0,0,6,2009,-0.34722214040858335
189,190,120,4923,8,5,2001,2002,1153,440,1593,1593,0,1593,1,1,1,0,1,5,1,2,682,0,120,0,0,224,0,0,8,2008,1.3227025873605116
190,191,70,10570,8,8,1932,1994,297,556,853,1549,1178,2727,0,2,1,3,1,10,2,2,440,0,74,0,0,0,0,0,12,2007,1.6877464737893104
191,192,60,7472,7,9,1972,2004,626,99,725,725,754,1479,1,1,1,4,1,7,0,2,484,0,32,0,0,0,0,0,6,2007,0.038755124748873965
192,193,20,9017,7,5,1999,1999,560,871,1431,1431,0,1431,1,2,0,3,1,6,0,2,666,0,35,0,0,0,0,0,9,2009,0.13945688652233573
193,194,160,2522,7,5,2004,2004,0,970,970,970,739,1709,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,5,2006,-0.640981767221993
194,195,20,7180,5,7,1972,1972,390,474,864,864,0,864,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,5,2008,-0.6787449278870412
195,196,160,2280,6,6,1976,1976,566,289,855,855,601,1456,0,2,1,3,1,7,1,2,440,87,0,0,0,0,0,0,7,2009,-0.40810894312086266
196,197,20,9416,7,5,2007,2007,1126,600,1726,1726,0,1726,1,2,0,3,1,8,1,3,786,171,138,0,0,266,0,0,9,2007,1.648372084935887
197,198,75,25419,8,4,1918,1990,1036,140,1360,1360,1360,3112,1,2,0,4,1,8,1,2,795,0,16,552,0,0,512,0,3,2006,0.6807288560546928
198,199,75,5520,6,6,1912,1950,0,755,755,929,929,2229,0,1,0,5,1,8,0,0,0,0,198,30,0,0,0,0,7,2009,-0.9682624929857437
199,200,20,9591,8,5,2004,2005,1088,625,1713,1713,0,1713,1,2,0,3,1,7,1,3,856,0,26,0,0,170,0,0,1,2009,1.1829788928998333
200,201,20,8546,4,5,2003,2004,0,1121,1121,1121,0,1121,0,2,0,2,1,5,0,2,440,132,64,0,0,0,0,0,3,2010,-0.5151045650051658
201,202,20,10125,6,6,1977,1977,641,276,1196,1279,0,1279,0,2,0,3,1,6,2,2,473,238,83,0,0,0,0,0,2,2008,-0.11859137802216005
202,203,50,7000,6,6,1924,1950,617,0,617,865,445,1310,0,2,0,2,1,6,0,1,398,0,0,126,0,0,0,0,5,2006,-0.8675607312122819
203,204,120,4438,6,5,2004,2004,662,186,848,848,0,848,1,1,0,1,1,3,1,2,420,149,0,0,0,0,0,0,1,2008,-0.4018150830100213
204,205,50,3500,5,7,1947,1950,312,408,720,720,564,1284,0,1,1,2,1,5,0,1,240,0,35,0,0,0,0,0,4,2009,-0.8927361716556474
205,206,20,11851,7,5,1990,1990,0,1424,1424,1442,0,1442,0,2,0,3,1,5,0,2,500,0,34,0,508,0,0,0,5,2009,-0.0053018960270155594
206,207,20,13673,5,5,1962,1962,0,1140,1140,1696,0,1696,0,1,1,3,1,8,1,1,349,0,30,0,0,0,0,0,3,2007,-0.46601245614060316
207,208,20,12493,4,5,1960,1960,419,375,1100,1100,0,1100,1,1,0,3,1,6,1,1,312,355,0,0,0,0,0,0,4,2008,-0.502516844783483
208,209,60,14364,7,5,1988,1989,1065,92,1157,1180,882,2062,1,2,1,3,1,7,1,2,454,60,55,0,0,154,0,0,4,2007,1.2094131053653672
209,210,20,8250,6,7,1964,1964,787,305,1092,1092,0,1092,1,1,0,3,1,6,0,2,504,0,0,0,0,0,0,0,7,2008,-0.4521659638967522
210,211,30,5604,5,6,1925,1950,468,396,864,864,0,864,1,1,0,2,1,5,0,0,0,0,0,96,0,0,0,0,4,2008,-1.04378881431584
211,212,20,10420,6,5,2009,2009,36,1176,1212,1212,0,1212,0,2,0,3,1,6,0,2,460,100,22,0,0,0,0,0,3,2010,0.06393056519223941
212,213,60,8640,7,5,2009,2009,822,78,900,932,920,1852,1,2,1,3,1,7,1,2,644,168,108,0,0,0,0,0,7,2009,0.9032545741335999
213,214,20,13568,5,5,1995,1995,716,274,990,990,0,990,0,1,0,3,1,5,0,2,576,224,0,0,0,0,0,0,7,2006,-0.31370104145824224
214,215,60,10900,6,7,1977,1977,378,311,689,689,703,1392,0,1,1,3,1,6,0,1,299,0,36,0,0,0,0,450,3,2010,-0.24132165018356658
215,216,20,10011,5,6,1957,1996,360,710,1070,1236,0,1236,0,1,0,2,1,6,1,1,447,0,0,0,0,0,0,0,5,2006,-0.5849664122355049
216,217,20,8450,7,5,2004,2004,946,490,1436,1436,0,1436,1,2,0,3,1,8,0,2,484,139,98,0,0,0,0,0,4,2008,0.3660358505126247
217,218,70,9906,4,4,1925,1950,0,686,686,810,518,1328,0,1,0,3,1,8,0,1,210,0,172,60,0,0,0,0,9,2006,-0.9304993323206956
218,219,50,15660,7,9,1939,2006,341,457,798,1137,817,1954,0,1,1,3,1,8,2,2,431,0,119,150,0,0,0,0,5,2008,1.643689453013421
219,220,120,3010,7,5,2005,2006,16,1232,1248,1248,0,1248,0,2,0,2,1,5,0,2,438,108,0,0,0,0,0,0,3,2006,-0.17221506616652846
220,221,20,8990,7,5,2006,2006,0,1498,1498,1498,0,1498,0,2,0,2,1,5,0,2,675,351,33,0,0,0,0,0,4,2006,0.30183847738204284
221,222,60,8068,6,5,2002,2002,0,1010,1010,1010,1257,2267,0,2,1,4,1,8,1,2,390,120,46,0,0,0,0,0,12,2009,0.2401586482957975
222,223,60,11475,6,6,1975,1975,550,163,713,811,741,1552,1,2,1,3,1,6,1,2,434,209,208,0,0,0,0,0,2,2006,-0.012854528160025193
223,224,20,10500,4,6,1971,1971,524,160,864,864,0,864,0,1,0,2,1,4,0,2,576,216,0,0,0,0,0,0,3,2009,-1.056376534537523
224,225,20,13472,10,5,2003,2003,56,2336,2392,2392,0,2392,0,2,0,3,1,8,1,3,968,248,105,0,0,0,0,0,6,2009,2.5846215395842043
225,226,160,1680,5,5,1971,1971,0,630,630,630,672,1302,0,2,1,3,1,6,0,1,280,0,0,0,0,0,0,0,5,2009,-0.8675607312122819
226,227,60,9950,7,5,1995,1995,565,638,1203,1214,1306,2520,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,6,2007,1.3730534682472424
227,228,160,1869,6,6,1970,1970,321,162,483,483,504,987,0,1,1,2,1,5,0,1,280,0,0,0,0,0,0,0,9,2008,-0.9430870525423783
228,229,20,8521,5,5,1967,1967,842,70,912,912,0,912,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,5,2010,-0.7039203683304066
229,230,120,3182,7,5,2005,2006,16,1357,1373,1555,0,1555,0,2,0,2,1,7,1,2,430,143,20,0,0,0,0,0,5,2009,0.1457507466331771
230,231,20,8760,6,6,1959,1959,0,1194,1194,1194,0,1194,1,1,0,3,1,6,0,1,312,0,0,120,0,0,0,0,4,2010,-0.41440280323170403
231,232,60,15138,8,5,1995,1996,689,773,1462,1490,1304,2794,1,2,1,4,1,9,1,3,810,0,146,202,0,0,0,0,7,2009,2.79546585329739
232,233,160,1680,6,5,1972,1972,0,483,483,483,504,987,0,1,1,2,1,5,1,1,288,0,0,0,0,0,0,0,6,2006,-1.0878458350917297
233,234,20,10650,5,6,1976,1976,182,0,894,894,0,894,1,1,0,3,1,5,0,1,308,365,0,0,0,0,0,0,2,2010,-0.6636396636210219
234,235,60,7851,6,5,2002,2002,625,235,860,860,1100,1960,1,2,1,4,1,8,2,2,440,288,48,0,0,0,0,0,5,2010,0.44785603195356244
235,236,160,1680,6,3,1971,1971,358,125,483,483,504,987,0,1,1,2,1,5,0,1,264,0,0,0,0,0,0,0,8,2008,-1.1507844362001431
236,237,20,8773,7,5,2004,2004,24,1390,1414,1414,0,1414,0,2,0,3,1,6,0,2,494,132,105,0,0,0,0,0,5,2010,0.05763670508139805
237,238,60,9453,7,7,1993,2003,402,594,996,1014,730,1744,0,2,1,3,1,7,0,2,457,370,70,0,238,0,0,0,2,2010,0.17092618707654256
238,239,20,12030,8,5,2007,2007,0,1694,1694,1694,0,1694,0,2,0,3,1,7,0,3,818,168,228,0,0,0,0,0,12,2007,1.7255096344543586
239,240,50,8741,6,4,1945,1950,94,641,735,798,689,1487,0,1,1,3,1,7,1,1,220,0,140,0,0,0,0,0,4,2010,-0.8549730109905993
240,241,20,9000,8,5,2008,2008,1078,488,1566,1566,0,1566,1,2,0,3,1,7,0,2,750,144,168,0,0,0,0,0,4,2010,1.0268911621509675
241,242,30,3880,5,9,1945,1997,329,357,686,866,0,866,0,1,0,2,1,4,0,0,0,58,42,0,0,0,0,0,8,2007,-0.8864423115448061
242,243,50,5000,5,4,1900,1950,0,540,540,889,551,1440,0,1,0,3,1,6,0,1,352,0,0,77,0,0,0,0,4,2006,-1.2829554985278118
243,244,160,10762,6,6,1980,1980,0,626,626,626,591,1217,0,1,1,3,1,6,1,1,288,0,28,0,0,0,0,0,4,2009,-0.7668589694388203
244,245,60,8880,7,5,1994,2002,695,253,948,1222,888,2110,1,2,1,3,1,8,2,2,463,0,130,0,0,0,0,0,5,2010,0.3030972494042111
245,246,20,10400,7,5,1988,1988,929,916,1845,1872,0,1872,0,2,0,3,1,6,1,2,604,197,39,0,0,0,0,0,6,2006,0.7625490374956304
246,247,190,9142,6,8,1910,1950,0,1020,1020,908,1020,1928,0,2,0,4,2,9,0,1,440,0,60,112,0,0,0,0,4,2006,-0.5528677256702139
247,248,20,11310,6,5,1954,1954,0,1367,1367,1375,0,1375,0,1,0,2,1,5,1,2,451,0,30,0,0,0,0,0,6,2006,-0.5151045650051658
248,249,60,11317,7,5,2003,2003,0,840,840,840,828,1668,0,2,1,3,1,8,0,2,500,144,68,0,0,0,0,0,9,2007,-0.01159575613785692
249,250,50,159000,6,7,1958,2006,697,747,1444,1444,700,2144,0,2,0,4,1,7,2,2,389,0,98,0,0,0,0,500,6,2007,1.2094131053653672
250,251,30,5350,3,2,1940,1966,0,728,728,1306,0,1306,0,1,0,3,1,6,0,0,0,263,0,0,0,0,0,450,5,2010,-1.3144247990820186
251,252,120,4750,8,5,2006,2007,1573,0,1573,1625,0,1625,1,2,0,2,1,5,1,2,538,123,0,0,0,153,0,0,12,2007,0.6807288560546928
252,253,60,8366,6,5,2004,2004,0,798,798,798,842,1640,0,2,1,3,1,6,0,2,520,138,45,0,0,0,0,0,12,2008,-0.09970979768963598
253,254,80,9350,6,7,1964,1991,270,452,1302,1302,0,1302,0,2,0,3,1,7,0,1,309,333,0,0,0,0,0,0,10,2007,-0.2885256010148768
254,255,20,8400,5,6,1957,1957,922,392,1314,1314,0,1314,1,1,0,3,1,5,0,1,294,250,0,0,0,0,0,0,6,2010,-0.4521659638967522
255,256,60,8738,7,5,1999,1999,0,975,975,1005,1286,2291,0,2,1,4,1,8,1,2,429,192,0,0,0,0,0,0,2,2006,0.6177902549462791
256,257,60,8791,6,5,2003,2003,503,361,864,864,864,1728,0,2,1,3,1,7,0,2,673,216,56,0,0,0,0,0,5,2008,0.33456654995841795
257,258,20,8814,7,5,2006,2006,1334,270,1604,1604,0,1604,1,2,1,3,1,8,1,2,660,123,110,0,0,0,0,0,3,2009,0.49191305272945196
258,259,60,12435,7,5,2001,2001,361,602,963,963,829,1792,0,2,1,3,1,7,1,2,564,0,96,0,245,0,0,0,5,2008,0.6366718352788032
259,260,20,12702,5,5,1956,1956,0,0,0,882,0,882,0,1,0,2,1,4,0,1,308,0,45,0,0,0,0,0,12,2008,-1.056376534537523
260,261,80,19296,6,5,1962,1962,672,0,1362,1382,0,1382,1,1,0,3,1,6,1,2,884,0,0,252,0,0,0,0,5,2009,-0.06194663702458781
261,262,60,9588,8,5,2007,2007,0,1482,1482,1482,1092,2574,0,2,1,3,1,10,1,3,868,0,148,0,0,0,0,0,11,2007,1.1968253851436843
262,263,80,8471,6,7,1977,1995,506,0,506,1212,0,1212,1,1,0,3,1,6,1,2,492,292,12,0,0,0,0,0,7,2006,-0.37663964256665583
263,264,50,5500,5,7,1929,2001,234,0,926,926,0,1316,1,1,0,3,1,6,0,2,484,0,0,0,0,0,0,0,4,2010,-0.640981767221993
264,265,30,5232,5,5,1925,2004,0,680,680,764,0,764,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,6,2008,-1.358481819857908
265,266,20,12090,6,6,1981,1981,588,606,1422,1422,0,1422,0,2,0,3,1,7,1,2,576,276,0,0,0,0,0,0,6,2008,-0.06824049713542917
266,267,60,11207,6,5,1997,1997,714,88,802,802,709,1511,1,2,1,3,1,8,1,2,413,95,75,0,0,0,0,0,6,2006,0.05134284497055669
267,268,75,8400,5,8,1939,1997,378,342,720,1052,720,2192,0,2,1,4,1,8,1,1,240,262,24,0,0,0,0,0,7,2008,-0.01788961624869828
268,269,30,6900,5,6,1940,1955,403,212,740,778,0,778,0,1,0,2,1,4,1,1,924,0,25,0,0,0,0,0,2,2008,-0.7605651093279788
269,270,20,7917,6,7,1976,1976,751,392,1143,1113,0,1113,1,1,1,3,1,6,1,1,504,370,30,0,0,0,0,0,5,2007,-0.41440280323170403
270,271,60,10728,8,5,2006,2006,0,1095,1095,1095,844,1939,0,2,1,3,1,8,1,3,1053,192,51,0,0,0,0,0,8,2006,1.0709481829268572
271,272,20,39104,7,7,1954,2005,226,96,1385,1363,0,1363,1,1,0,2,1,5,2,2,439,81,0,0,0,0,0,0,4,2008,0.7625490374956304
272,273,60,11764,8,7,1999,2007,524,628,1152,1164,1106,2270,0,2,1,4,1,9,1,3,671,132,57,0,0,0,0,0,4,2010,1.3730534682472424
273,274,20,9600,6,6,1958,1988,620,0,1240,1632,0,1632,1,2,0,3,1,6,1,1,338,289,0,0,0,0,0,0,4,2009,-0.5276922852268485
274,275,20,8314,5,7,1982,1982,546,270,816,816,0,816,0,1,0,2,1,5,0,1,264,168,0,0,0,0,0,0,6,2007,-0.7102142284412479
275,276,50,7264,7,7,1925,2007,0,952,952,952,596,1548,0,2,1,3,1,5,0,2,672,74,0,0,0,144,0,0,10,2009,0.3030972494042111
276,277,20,9196,7,5,2003,2003,0,1560,1560,1560,0,1560,0,2,0,3,1,7,0,2,573,100,150,0,0,0,0,0,4,2010,0.2527463685174802
277,278,20,19138,4,5,1951,1951,120,744,864,864,0,864,0,1,0,2,1,4,0,2,400,0,0,0,0,0,0,0,6,2010,-0.502516844783483
278,279,20,14450,9,5,2006,2007,0,2121,2121,2121,0,2121,0,2,1,3,1,8,1,3,732,124,98,0,0,142,0,0,5,2007,2.950269636583644
279,280,60,10005,7,5,1977,1977,392,768,1160,1156,866,2022,0,2,1,4,1,8,1,2,505,288,117,0,0,0,0,0,3,2008,0.13945688652233573
280,281,60,11287,7,6,1989,1989,421,386,807,1175,807,1982,0,2,1,3,1,7,1,2,575,0,84,0,196,0,0,0,1,2007,0.5989086746137551
281,282,20,7200,6,5,2006,2006,905,357,1262,1262,0,1262,0,2,0,2,1,5,0,2,572,0,120,0,0,0,0,0,5,2006,0.05134284497055669
282,283,120,5063,7,5,2007,2008,904,410,1314,1314,0,1314,1,2,0,2,1,6,1,2,626,172,62,0,0,0,0,0,4,2009,0.33456654995841795
283,284,20,9612,8,5,2008,2009,0,1468,1468,1468,0,1468,0,2,0,3,1,6,1,3,898,210,150,0,0,0,0,0,12,2009,0.801570970182847
284,285,120,8012,6,5,1992,1992,430,1145,1575,1575,0,1575,1,2,0,2,1,5,0,2,529,0,0,52,0,0,0,0,7,2007,-0.0216659323152031
285,286,160,4251,7,5,2006,2007,0,625,625,625,625,1250,0,2,1,2,1,5,0,2,528,0,54,0,0,0,0,0,6,2007,-0.20418787552960257
286,287,50,9786,6,7,1962,1981,600,312,912,1085,649,1734,0,1,1,3,1,7,1,2,440,0,0,0,0,128,0,0,6,2006,-0.2759378807931941
287,288,20,8125,4,4,1971,1971,614,244,858,858,0,858,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,6,2006,-1.1696660165326673
288,289,20,9819,5,5,1967,1967,450,432,882,900,0,900,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,2,2010,-0.7416835289954548
289,290,70,8730,6,7,1915,2003,0,698,698,698,698,1396,0,1,0,3,1,7,0,1,384,0,0,0,0,259,0,0,7,2007,-0.3442262629958228
290,291,60,15611,8,5,2006,2006,0,1079,1079,1079,840,1919,0,2,1,3,1,8,1,2,685,0,51,0,0,0,0,0,7,2006,0.6584485912623144
291,292,190,5687,5,6,1912,2000,210,570,780,936,780,1716,1,2,0,6,1,9,0,0,0,0,184,0,0,0,0,0,3,2008,-0.566714217914065
292,293,50,11409,5,4,1949,2008,292,476,768,1148,568,1716,0,1,1,3,1,8,1,1,281,0,0,0,0,160,0,0,1,2009,-0.6283940470003103
293,294,60,16659,7,7,1977,1994,795,0,795,1468,795,2263,1,2,1,3,1,9,1,2,539,0,250,0,0,0,0,0,3,2006,0.6807288560546928
294,295,20,9600,6,5,1953,1953,1285,131,1416,1644,0,1644,1,1,0,3,1,7,2,2,418,110,0,0,0,0,0,0,10,2009,-0.1752361190197323
295,296,80,7937,6,6,1984,1984,819,184,1003,1003,0,1003,1,1,0,3,1,6,0,2,588,120,0,0,0,0,0,0,3,2006,-0.483635264450959
296,297,50,13710,5,5,1950,1950,420,490,910,910,648,1558,0,1,1,4,1,6,0,1,282,289,0,0,0,0,0,0,6,2007,-0.36405192234497313
297,298,60,7399,7,5,1997,1998,649,326,975,975,975,1950,0,2,1,3,1,7,1,2,576,0,10,0,0,198,0,0,6,2007,0.7310797369414237
298,299,60,11700,6,6,1968,1968,384,143,702,1041,702,1743,0,1,2,3,1,7,1,2,539,224,0,0,0,0,0,0,6,2007,-0.07453435724627053
299,300,20,14000,6,8,1950,2004,0,1092,1092,1152,0,1152,0,1,0,3,1,6,1,1,300,0,36,0,0,0,0,0,8,2009,-0.2822317409040354
300,301,190,15750,5,5,1953,1953,841,324,1165,1336,0,1336,1,1,0,2,1,5,2,1,375,0,0,0,0,0,0,0,6,2006,-0.30111332123655954
301,302,60,16226,8,5,1998,1999,281,747,1028,1210,1242,2452,0,2,1,4,1,9,1,2,683,208,50,0,0,0,0,0,5,2007,1.0835359031485399
302,303,20,13704,7,5,2001,2002,0,1541,1541,1541,0,1541,0,2,0,3,1,6,1,3,843,468,81,0,0,0,0,0,1,2006,0.3030972494042111
303,304,20,9800,5,7,1972,1972,894,0,894,894,0,894,1,1,0,3,1,5,0,2,552,256,0,0,0,0,0,0,7,2006,-0.39048613481050687
304,305,75,18386,7,9,1880,2002,0,1470,1470,1675,1818,3493,0,3,0,3,1,10,1,3,870,302,0,0,0,0,0,0,5,2008,1.435992069355656
305,306,20,10386,8,5,2004,2005,1464,536,2000,2000,0,2000,1,2,0,3,1,8,0,3,888,168,0,0,0,0,0,0,7,2007,1.5731982197719978
306,307,60,13474,7,5,1990,1991,700,0,700,1122,1121,2243,1,2,1,4,1,8,1,3,746,127,44,224,0,0,0,0,6,2007,0.5548516538378655
307,308,50,7920,6,7,1920,1950,0,319,319,1035,371,1406,0,1,0,3,1,6,0,0,0,0,144,0,0,0,0,0,3,2008,-1.1507844362001431
308,309,30,12342,4,5,1940,1950,262,599,861,861,0,861,0,1,0,1,1,4,0,2,539,158,0,0,0,0,0,0,3,2009,-1.2388984777519223
309,310,20,12378,9,5,2003,2004,1274,622,1896,1944,0,1944,1,2,0,3,1,8,3,3,708,208,175,0,0,0,0,0,11,2006,2.254193883765033
310,311,60,7685,6,5,1993,1994,518,179,697,697,804,1501,0,2,1,3,1,6,1,2,420,190,63,0,0,0,0,0,5,2006,-0.1928589273300881
311,312,20,8000,6,6,1948,2002,680,292,972,972,0,972,1,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,5,2009,-0.6158063267786276
312,313,190,7800,5,7,1939,1950,507,286,793,793,325,1118,1,1,0,3,1,5,1,2,410,0,0,0,0,271,0,0,5,2006,-0.7681177414609885
313,314,20,215245,7,5,1965,1965,1236,80,2136,2036,0,2036,2,2,0,3,1,8,2,2,513,0,0,0,0,0,0,0,6,2009,2.443009687090274
314,315,70,9600,7,7,1925,1990,16,712,728,832,809,1641,0,1,1,3,1,6,1,2,546,0,0,234,0,0,0,0,8,2006,-0.03677119658122236
315,316,60,7795,7,5,2004,2005,425,291,716,716,716,1432,1,2,1,3,1,6,1,2,432,100,51,0,0,0,0,0,7,2009,0.09539986574644621
316,317,60,13005,7,7,1980,1980,692,153,845,1153,1200,2353,1,2,1,4,1,10,1,2,484,288,195,0,0,0,0,0,8,2009,0.9954218615967608
317,318,60,9000,8,5,2006,2006,0,1088,1088,1088,871,1959,0,2,1,3,1,8,1,3,1025,208,46,0,0,0,0,0,12,2007,1.121299063813588
318,319,60,9900,7,5,1993,1993,987,360,1347,1372,1274,2646,1,2,1,4,1,9,1,3,656,340,60,144,0,0,0,0,4,2009,0.9954218615967608
319,320,80,14115,7,5,1980,1980,1036,336,1372,1472,0,1472,1,2,0,3,1,6,2,2,588,233,48,0,0,0,0,0,6,2009,0.08281214552476349
320,321,60,16259,9,5,2006,2006,0,1249,1249,1249,1347,2596,0,3,1,4,1,9,0,3,840,240,154,0,0,0,0,0,9,2006,2.035708823877286
321,322,60,12099,8,5,2004,2004,970,166,1136,1136,1332,2468,1,2,1,4,1,10,1,3,872,184,154,0,0,0,0,0,6,2007,2.1786675624349368
322,323,60,10380,7,5,1986,1987,28,0,1502,1553,1177,2730,1,2,1,4,1,8,1,2,576,201,96,0,0,0,0,0,8,2007,1.5115183906857523
323,324,20,5820,3,8,1955,2005,256,906,1162,1163,0,1163,1,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,7,2006,-0.6891297970699294
324,325,80,11275,7,7,1967,2007,0,710,710,1898,1080,2978,0,2,1,5,1,11,1,2,564,240,0,0,0,0,0,0,6,2010,0.7688428976064718
325,326,45,5000,5,6,1941,1950,116,604,720,803,0,803,0,1,0,2,1,5,0,2,360,0,0,244,0,0,0,0,12,2007,-1.18225373675435
326,327,120,10846,8,5,1993,1993,1619,100,1719,1719,0,1719,2,1,1,1,1,6,2,2,473,122,30,0,0,0,0,0,5,2008,1.801035955784455
327,328,20,11600,6,5,1960,1960,565,818,1383,1383,0,1383,0,1,1,3,1,7,0,1,292,0,45,0,0,0,0,0,4,2006,-0.4490190338413315
328,329,75,11888,6,6,1916,1994,0,844,844,1445,689,2134,0,2,0,5,1,10,0,2,441,0,60,268,0,0,0,0,7,2009,0.422680591510197
329,330,70,6402,5,5,1920,1950,0,596,596,596,596,1192,0,1,0,3,1,6,0,1,189,0,0,137,0,0,0,0,7,2009,-1.2955432187494946
330,331,90,10624,5,4,1964,1964,40,1424,1728,1728,0,1728,0,2,0,6,2,10,0,1,352,155,0,0,0,0,0,0,11,2007,-0.7794466896605029
331,332,20,8176,5,6,1958,1992,846,210,1056,1056,0,1056,1,1,0,3,1,6,0,1,308,0,0,0,0,0,0,0,8,2007,-0.5276922852268485
332,333,20,10655,8,5,2003,2004,1124,1603,3206,1629,0,1629,1,2,0,3,1,7,1,3,880,0,0,0,0,0,0,0,10,2009,1.297527146917146
333,334,120,8198,7,5,2004,2004,720,638,1358,1358,0,1358,1,2,0,2,1,6,1,2,484,192,30,0,0,0,0,0,7,2008,0.32827268984757657
334,335,60,9042,6,5,1998,1998,828,115,943,943,695,1638,1,2,1,3,1,7,2,2,472,100,38,0,0,0,0,0,7,2008,0.13945688652233573
335,336,190,164660,5,6,1965,1965,1249,103,1499,1619,167,1786,2,2,0,3,1,7,2,2,529,670,0,0,0,0,0,700,8,2008,0.6045731487135123
336,337,20,14157,9,5,2005,2006,1249,673,1922,1922,0,1922,1,2,0,3,1,8,1,3,676,178,51,0,0,0,0,0,7,2007,2.473547496348076
337,338,20,9135,7,5,2002,2003,810,726,1536,1536,0,1536,1,2,0,3,1,7,0,2,532,192,74,0,0,0,0,0,12,2008,0.4163867313993556
338,339,20,14145,7,7,1984,1998,213,995,1208,1621,0,1621,1,2,0,3,1,8,0,2,440,108,45,0,0,0,0,400,5,2006,0.2716279488500043
339,340,20,12400,6,7,1958,1998,585,630,1215,1215,0,1215,0,1,0,3,1,6,0,1,297,0,0,0,0,234,0,0,6,2009,-0.326288761679925
340,341,60,14191,8,5,2002,2002,0,967,967,993,915,1908,0,2,1,4,1,9,0,2,431,135,0,0,0,0,0,0,4,2010,0.2766630369386774
